molecule,smiles,max_abs,max_em,solvent,dc,etn
TBTz2,CCCCCCC1=C(C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4)SC(=C1)C5=C(CCCCCC)C=C(C6=CC=C(C7=CC(=C(C8=CC(=C(C9=CC(=C(C%10=CC=C(C=C%10)N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)S9)CCCCCC)S8)CCCCCC)S7)CCCCCC)C%13=NSN=C6%13)S5,538.0,686.0,DCM,8.93,0.309
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,414.0,493.0,HEX,1.88,0.009
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,410.0,510.0,DIOX,2.25,0.164
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,406.0,507.0,DCM,8.93,0.309
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,396.0,513.0,EtOH,24.852,0.654
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,395.0,509.0,MeOH,32.613,0.762
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,400.0,510.0,ACN,37.5,0.46
BTD-3a,CCCCn1cc(nn1)c2ccc(c3cn(CCCC)nn3)c4nsnc24,406.0,512.0,DMF,36.7,0.386
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,418.0,475.0,HEX,1.88,0.009
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,412.0,512.0,DIOX,2.25,0.164
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,407.0,508.0,DCM,8.93,0.309
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,395.0,508.0,EtOH,24.852,0.654
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,397.0,508.0,MeOH,32.613,0.762
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,403.0,512.0,ACN,37.5,0.46
BTD-3b,CCCCCCCCN1C=C(N=N1)C2=CC=C(C3=NSN=C23)C4=CN(N=N4)CCCCCCCC,408.0,512.0,DMF,36.7,0.386
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,368.0,512.0,CFM,4.81,0.259
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,375.0,525.0,DMSO,46.826,0.444
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,363.0,518.0,MeCN,37.5,0.46
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,362.0,523.0,MeOH,32.613,0.762
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,383.0,517.0,TOL,2.3741,0.099
BTD-4APTEG,[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,370.0,543.0,H2O,78.35,1.0
C12H8BrN3S,C1=CC=C(C=C1)NC2=CC=C(C3=NSN=C23)Br,458.0,601.0,CFM,4.81,0.259
C11H7BrN4S,C1=CC(=CN=C1)NC2=CC=C(C3=NSN=C23)Br,443.0,584.0,CFM,4.81,0.259
PFBT-HH,CCCCCCCCC1(CCCCCCC)C2C=C(C=CC2c3ccc(Cc4csc(Cc5cccc6nsnc56)c4)cc13)c7cscc7,535.0,646.0,CBZN,23.0,0.333
PFBT-HF,CCCCCCCCC1(CCCCCCC)C2C=C(C=CC2c3ccc(Cc4csc(Cc5c(F)ccc6nsnc56)c4)cc13)c7cscc7,524.0,633.0,CBZN,23.0,0.333
PFBT-FF,CCCCCCCCC1(CCCCCCC)C2C=C(C=CC2c3ccc(Cc4csc(Cc5c(F)cc(F)c6nsnc56)c4)cc13)c7cscc7,509.0,651.0,CBZN,23.0,0.333
E-12,CCCCCCCCCCCCOc1cc(Oc2ccc(cc2)c3ccc(c4ccc(Oc5cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c5)cc4)c6nsnc36)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,282.0,539.0,CFM,4.81,0.259
C-12,CCCCCCCCCCCCOc1cc(OC(=O)c2ccc(cc2)c3ccc(c4ccc(cc4)C(=O)Oc5cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c5)c6nsnc36)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,283.0,501.0,CFM,4.81,0.259
A-12,CCCCCCCCCCCCOc1cc(O[N+](=O)c2ccc(cc2)c3ccc(c4ccc(cc4)[N+](=O)Oc5cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c5)c6nsnc36)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,305.0,538.0,CFM,4.81,0.259
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,510.0,600.0,CHX,2.02,0.006
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,520.0,635.0,DCM,8.93,0.309
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,526.0,635.0,TOL,2.3741,0.099
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,520.0,640.0,DIOX,2.25,0.164
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,520.0,645.0,AcOEt,6.2,0.228
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,532.0,650.0,THF,7.58,0.605
BTD-685,CN(C)c1ccc(cc1)/C=C/c2ccc(\C=C\c3ccc(cc3)N(C)C)c4nsnc24,528.0,710.0,DCM,8.93,0.309
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,472.0,535.0,CHX,2.02,0.006
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,460.0,555.0,DCM,8.93,0.309
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,472.0,570.0,TOL,2.3741,0.099
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,472.0,575.0,DIOX,2.25,0.164
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,472.0,575.0,AcOEt,6.2,0.228
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,472.0,575.0,THF,7.58,0.605
BTD-580,COc1ccc(cc1)\C=C\c2ccc(\C=C\c3ccc(OC)cc3)c4nsnc24,560.0,585.0,DCM,8.93,0.309
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,496.0,570.0,CHX,2.02,0.006
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,500.0,585.0,DCM,8.93,0.309
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,554.0,620.0,TOL,2.3741,0.099
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,500.0,650.0,DIOX,2.25,0.164
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,504.0,670.0,AcOEt,6.2,0.228
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,504.0,680.0,THF,7.58,0.605
BTD-675,CN(C)c1ccc(cc1)\C=C\c2ccc(\C=C\c3ccccn3)c4nsnc24,496.0,680.0,DCM,8.93,0.309
